Customer ID,Recency,Frequency,MonetaryValue,R_score,F_score,M_score,RFM_Segment,RFM_Score,K_Cluster,Churn_Status,Churn_Probability
13820,54,3,660.65,2,3,2,2.03.02.0,7,0,0,7.361772166851044e-11
13821,29,4,1025.09,3,3,3,3.03.03.0,9,0,0,1.863933308498486e-12
13823,16,5,2445.79,4,3,4,4.03.04.0,11,0,0,5.455002378794774e-13
13824,15,7,1615.82,4,4,3,4.04.03.0,11,0,0,2.6316749324782927e-13
13825,257,2,255.59,1,2,1,1.02.01.0,4,1,1,0.9999993972125408
13829,57,1,102.0,2,1,1,2.01.01.0,4,0,0,2.462612945154572e-11
13830,217,1,156.85000000000002,1,1,1,1.01.01.0,3,1,1,0.9976576758765529
13831,5,13,4820.59,4,4,4,4.04.04.0,12,0,0,2.7262738456056732e-14
13832,58,1,561.49,2,1,2,2.01.02.0,5,0,0,6.255785385768806e-11
13833,40,1,316.56,3,1,2,3.01.02.0,6,0,0,3.647682282177846e-12
13834,212,2,324.19,1,2,2,1.02.02.0,5,1,1,0.9980794240197614
13835,155,3,260.7,1,3,1,1.03.01.0,5,1,0,0.006182045031748699
13836,35,2,620.37,3,2,2,3.02.02.0,7,0,0,2.2651162453010113e-12
13838,5,7,1274.36,4,4,3,4.04.03.0,11,0,0,3.6211512894281055e-14
13839,122,1,139.95000000000002,2,1,1,2.01.01.0,4,0,0,7.79267088316872e-06
13840,52,1,651.4,3,1,2,3.01.02.0,6,0,0,3.911019610842391e-11
13842,2,10,2244.29,4,4,4,4.04.04.0,12,0,0,2.2742311205869198e-14
13843,17,1,319.75,4,1,2,4.01.02.0,7,0,0,8.241608013682097e-14
13846,35,1,442.73,3,1,2,3.01.02.0,6,0,0,1.395592630512008e-12
13847,355,1,310.72,1,1,2,1.01.02.0,4,1,1,0.9999999999999976
13848,2,6,2080.0,4,4,4,4.04.04.0,12,0,0,5.473036090933159e-14
13849,33,3,1931.35,3,3,4,3.03.04.0,10,0,0,1.1130619858205218e-11
13851,15,5,1955.0,4,3,4,4.03.04.0,11,0,0,4.26573299055821e-13
13852,246,1,187.35,1,1,1,1.01.01.0,3,1,1,0.9999917572756684
13854,1,15,4144.44,4,4,4,4.04.04.0,12,0,0,7.450519268050829e-15
13855,136,4,1310.34,2,3,3,2.03.03.0,8,0,0,0.0010835993353144541
13856,99,8,753.53,2,4,3,2.04.03.0,9,0,0,6.178148567255451e-07
13857,29,6,1001.01,3,4,3,3.04.03.0,10,0,0,2.3682504678307715e-12
13859,165,1,314.7,1,1,2,1.01.02.0,4,1,0,0.0332973483465474
13861,65,2,273.26,2,2,1,2.02.01.0,5,0,0,1.8975234676807855e-10
13862,25,1,346.73,3,1,2,3.01.02.0,6,0,0,1.970062170960872e-13
13863,101,3,933.77,2,3,3,2.03.03.0,8,0,0,1.4280208793485002e-06
13864,22,1,662.4000000000001,3,1,2,3.01.02.0,6,0,0,1.1349670682319182e-13
13869,17,6,5006.62,4,4,4,4.04.04.0,12,0,0,1.378978198972298e-12
13870,23,7,2941.14,3,4,4,3.04.04.0,11,0,0,1.4353228837373798e-12
13871,64,4,1482.6,2,3,3,2.03.03.0,8,0,0,8.961969393909432e-10
13872,163,3,919.57,1,3,3,1.03.03.0,7,1,0,0.11167586174671378
13873,19,5,649.32,3,3,2,3.03.02.0,8,0,0,1.0251435315337044e-13
13874,140,6,1508.7,1,4,3,1.04.03.0,8,0,0,0.0015403017904358112
13875,23,9,3027.58,3,4,4,3.04.04.0,11,0,0,9.256506209632414e-13
13877,106,2,332.44,2,2,2,2.02.02.0,6,0,0,1.118659700087798e-06
13878,183,3,1191.53,1,3,3,1.03.03.0,7,1,1,0.8641591754907288
13879,281,1,395.5,1,1,2,1.01.02.0,4,1,1,0.9999999955702097
13880,3,5,1171.89,4,3,3,4.03.03.0,10,0,0,1.905180693012311e-14
13881,11,23,28019.58,4,4,4,4.04.04.0,12,3,0,1.049044783717265e-13
13883,39,10,3885.54,3,4,4,3.04.04.0,11,0,0,1.8262397529483197e-11
13884,12,5,1100.88,4,3,3,4.03.03.0,10,0,0,1.0916021358950492e-13
13888,40,5,1563.42,3,3,3,3.03.03.0,9,0,0,1.343107239849606e-11
13889,18,5,1574.3300000000002,4,3,3,4.03.03.0,10,0,0,3.690187611700933e-13
13890,10,4,1043.57,4,3,3,4.03.03.0,10,0,0,9.19371651899749e-14
13891,14,3,863.5600000000001,4,3,3,4.03.03.0,10,0,0,2.45995222766729e-13
13892,113,2,634.68,2,2,2,2.02.02.0,6,0,0,4.51364061024173e-06
13895,151,2,1415.45,1,2,3,1.02.03.0,6,1,0,0.007960481970785376
13896,261,1,388.55,1,1,2,1.01.02.0,4,1,1,0.9999997819444186
13897,74,2,849.56,2,2,3,2.02.03.0,7,0,0,4.61962734735427e-09
13898,47,1,530.47,3,1,2,3.01.02.0,6,0,0,1.4583125411885274e-11
13900,25,3,869.64,3,3,3,3.03.03.0,9,0,0,1.052517660578162e-12
13901,10,10,2809.14,4,4,4,4.04.04.0,12,0,0,1.1458859602753076e-13
13902,268,5,34095.26,1,3,4,1.03.04.0,8,1,1,0.9999999997417499
13903,36,1,165.45000000000002,3,1,1,3.01.01.0,5,0,0,8.266178580337336e-13
13905,368,1,312.65,1,1,2,1.01.02.0,4,1,1,0.9999999999999998
13906,45,1,42.0,3,1,1,3.01.01.0,5,0,0,4.710425364366928e-12
13907,327,1,136.8,1,1,1,1.01.01.0,3,1,1,0.9999999999988352
13909,59,2,286.6,2,2,1,2.02.01.0,5,0,0,5.905135723367539e-11
13911,15,11,1654.08,4,4,3,4.04.03.0,11,0,0,1.0792841239191378e-13
13912,59,1,124.95,2,1,1,2.01.01.0,4,0,0,3.64436266864742e-11
13913,142,1,42.22,1,1,1,1.01.01.0,3,1,0,0.00019035040132366407
13915,30,1,70.80000000000001,3,1,1,3.01.01.0,5,0,0,2.5436717324422235e-13
13916,99,4,1275.81,2,3,3,2.03.03.0,8,0,0,8.013420589603056e-07
13919,60,2,975.87,2,2,3,2.02.03.0,7,0,0,3.062059336707074e-10
13920,67,4,1774.68,2,3,4,2.03.04.0,9,0,0,3.3029420607219904e-09
13921,38,4,730.7,3,3,3,3.03.03.0,9,0,0,1.0434000077189655e-11
13922,73,2,692.95,2,2,2,2.02.02.0,6,0,0,1.8768358997047075e-09
13927,73,1,359.27,2,1,2,2.01.02.0,5,0,0,1.1377158515050748e-09
13929,52,9,2651.45,3,4,4,3.04.04.0,11,0,0,2.5271938282169196e-10
13931,28,9,4019.85,3,4,4,3.04.04.0,11,0,0,2.7184028066939428e-12
13935,232,3,6116.92,1,3,4,1.03.04.0,8,1,1,0.9999966194730281
13936,18,2,563.08,4,2,2,4.02.02.0,8,0,0,1.6364761354884464e-13
13937,38,1,721.28,3,1,3,3.01.03.0,7,0,0,5.13622390233777e-12
13939,67,4,992.41,2,3,3,2.03.03.0,8,0,0,1.5275775204259504e-09
13941,8,11,6009.34,4,4,4,4.04.04.0,12,0,0,8.660712185396734e-14
13942,170,1,320.0,1,1,2,1.01.02.0,4,1,0,0.0836357771796619
13943,213,1,246.54,1,1,1,1.01.01.0,3,1,1,0.9949558869796844
13944,289,1,200.43,1,1,1,1.01.01.0,3,1,1,0.9999999981034566
13945,30,2,854.15,3,2,3,3.02.03.0,8,0,0,1.7466348221132872e-12
13946,12,3,1314.66,4,3,3,4.03.03.0,10,0,0,1.746431542518802e-13
13948,47,3,446.76,3,3,2,3.03.02.0,8,0,0,3.669867406626153e-11
13952,16,12,9572.45,4,4,4,4.04.04.0,12,0,0,4.767843381157996e-13
13953,45,5,3125.0,3,3,4,3.03.04.0,10,0,0,8.341398266767387e-11
13955,11,1,222.21,4,1,1,4.01.01.0,6,0,0,1.2721454316751438e-14
13957,53,3,458.25,3,3,2,3.03.02.0,8,0,0,1.1823095016614518e-10
13958,15,8,4709.2300000000005,4,4,4,4.04.04.0,12,0,0,5.787619486824263e-13
13959,35,3,477.98,3,3,2,3.03.02.0,8,0,0,3.5558322155621074e-12
13961,28,1,538.4,3,1,2,3.01.02.0,6,0,0,3.6052324345129285e-13
13962,71,1,193.25,2,1,1,2.01.01.0,4,0,0,3.8004400858925224e-10
13963,3,14,2347.33,4,4,4,4.04.04.0,12,0,0,1.140940143147081e-14
13964,23,2,438.9,3,2,2,3.02.02.0,7,0,0,2.1466307968427022e-13
13965,112,3,996.61,2,3,3,2.03.03.0,8,0,0,1.2249027695529578e-05
13966,71,1,390.86,2,1,2,2.01.02.0,5,0,0,7.73172257687132e-10
13967,32,1,85.6,3,1,1,3.01.01.0,5,0,0,3.761124546360574e-13
13968,59,1,123.66,2,1,1,2.01.01.0,4,0,0,3.6438728813461985e-11
13969,1,18,4311.93,4,4,4,4.04.04.0,12,0,0,3.873865575736952e-15
13970,22,2,846.55,3,2,3,3.02.03.0,8,0,0,3.673756452224756e-13
13971,59,6,1909.31,2,4,4,2.04.04.0,10,0,0,8.981147737196839e-10
13974,218,1,264.13,1,1,1,1.01.01.0,3,1,1,0.9980928336436922
13975,29,6,2832.56,3,4,4,3.04.04.0,11,0,0,5.7122115108741874e-12
13976,142,3,834.38,1,3,3,1.03.03.0,7,0,0,0.0020804891870314494
13977,47,1,519.8100000000001,3,1,2,3.01.02.0,6,0,0,1.4566937453964986e-11
13979,29,6,2546.36,3,4,4,3.04.04.0,11,0,0,5.5443928452697834e-12
13980,75,4,599.78,2,3,2,2.03.02.0,7,0,0,3.495298494764184e-09
13981,51,1,331.14,3,1,2,3.01.02.0,6,0,0,3.1131858082847166e-11
13982,1,6,2573.78,4,4,4,4.04.04.0,12,0,0,4.742178732423196e-14
13983,2,10,4505.02,4,4,4,4.04.04.0,12,0,0,2.878263447303027e-14
13984,2,8,1128.09,4,4,3,4.04.03.0,11,0,0,1.5894274855559533e-14
13985,10,7,2960.73,4,4,4,4.04.04.0,12,0,0,2.2783553938100257e-13
13987,15,2,682.54,4,2,2,4.02.02.0,8,0,0,9.237079549610628e-14
13988,19,2,609.84,3,2,2,3.02.02.0,7,0,0,1.0025783061140712e-13
13989,100,3,759.98,2,3,3,2.03.03.0,8,0,0,1.1541901320235351e-06
13992,16,2,142.7,4,2,1,4.02.01.0,7,0,0,5.323536085425473e-14
13993,15,10,3309.35,4,4,4,4.04.04.0,12,0,0,3.197001580627142e-13
13995,15,9,2508.32,4,4,4,4.04.04.0,12,0,0,3.6787807439796e-13
13996,22,2,895.76,3,2,3,3.02.03.0,8,0,0,3.692640842307701e-13
13997,155,3,382.31,1,3,2,1.03.02.0,6,1,0,0.012399666264075852
13998,82,3,566.7,2,3,2,2.03.02.0,7,0,0,1.7035258293112267e-08
13999,10,17,5600.45,4,4,4,4.04.04.0,12,0,0,3.1988741128061436e-14
14000,50,4,1410.68,3,3,3,3.03.03.0,9,0,0,1.1596878088345921e-10
14001,9,7,2487.01,4,4,4,4.04.04.0,12,0,0,1.7848124818223812e-13
14003,368,1,209.41,1,1,1,1.01.01.0,3,1,1,0.9999999999999996
14004,29,4,1675.81,3,3,3,3.03.03.0,9,0,0,1.9946874176119257e-12
14006,164,4,1234.48,1,3,3,1.03.03.0,7,1,0,0.11205010256931466
14007,148,1,79.48,1,1,1,1.01.01.0,3,1,0,0.000614633650805688
14008,68,1,509.04,2,1,2,2.01.02.0,5,0,0,4.3635841072120593e-10
14009,98,1,404.3,2,1,2,2.01.02.0,5,0,0,1.4890468824686924e-07
14010,201,2,445.15,1,2,2,1.02.02.0,5,1,1,0.9840652496078265
14011,116,2,457.82,2,2,2,2.02.02.0,6,0,0,7.948829471797255e-06
14013,16,2,611.5500000000001,4,2,2,4.02.02.0,8,0,0,1.114078862193527e-13
14014,12,2,1443.03,4,2,3,4.02.03.0,9,0,0,1.1108781102001015e-13
14016,32,7,7062.2,3,4,4,3.04.04.0,11,0,0,1.2728144855366846e-11
14017,207,1,229.75,1,1,1,1.01.01.0,3,1,1,0.983920897846053
14018,281,1,367.15,1,1,2,1.01.02.0,4,1,1,0.9999999955571057
14020,112,2,606.21,2,2,2,2.02.02.0,6,0,0,3.7037836001133646e-06
14021,10,4,1084.68,4,3,3,4.03.03.0,10,0,0,9.233179911657718e-14
14022,122,1,352.15000000000003,2,1,2,2.01.02.0,5,0,0,1.5877619127421162e-05
14024,26,1,318.04,3,1,2,3.01.02.0,6,0,0,2.3865757213113854e-13
14025,100,8,4057.9,2,4,4,2.04.04.0,10,0,0,2.1109190270521506e-06
14026,106,2,713.11,2,2,3,2.02.03.0,7,0,0,2.3196536231084664e-06
14028,186,3,10396.5,1,3,4,1.03.04.0,8,1,1,0.9834277497623667
14030,2,14,5902.2,4,4,4,4.04.04.0,12,0,0,1.3599531964457354e-14
14031,1,27,23712.31,4,4,4,4.04.04.0,12,3,0,3.900601026979697e-15
14032,2,6,1874.68,4,4,4,4.04.04.0,12,0,0,5.357198908559265e-14
14033,191,1,109.44,1,1,1,1.01.01.0,3,1,1,0.7280894842923227
14035,42,4,1428.7,3,3,3,3.03.03.0,9,0,0,2.4457306185003753e-11
14037,114,4,689.75,2,3,2,2.03.02.0,7,0,0,7.025837399210826e-06
14038,33,2,1509.5,3,2,3,3.02.03.0,8,0,0,3.354567566920207e-12
14039,211,1,115.08,1,1,1,1.01.01.0,3,1,1,0.9924693322494431
14040,22,23,9030.65,3,4,4,3.04.04.0,11,0,0,6.202833025679509e-14
14042,361,1,431.98,1,1,2,1.01.02.0,4,1,1,0.9999999999999993
14043,127,2,304.25,2,2,1,2.02.01.0,5,0,0,3.344805042015622e-05
14044,54,6,2470.28,2,4,4,2.04.04.0,10,0,0,3.5954048741453894e-10
14045,9,13,9653.28,4,4,4,4.04.04.0,12,0,0,9.831463369762347e-14
14047,8,10,2946.42,4,4,4,4.04.04.0,12,0,0,7.873470899731983e-14
14048,18,2,338.76,4,2,2,4.02.02.0,8,0,0,1.5986721291242076e-13
14049,23,9,7557.309999999999,3,4,4,3.04.04.0,11,0,0,1.4839292492967154e-12
14051,2,15,6823.610000000001,4,4,4,4.04.04.0,12,0,0,1.1967680665497948e-14
14052,26,1,255.45,3,1,1,3.01.01.0,5,0,0,1.1897134623732316e-13
14053,33,2,312.05,3,2,2,3.02.02.0,7,0,0,1.4857725649044835e-12
14055,213,2,795.3199999999999,1,2,3,1.02.03.0,6,1,1,0.9992439934563143
14057,17,5,2190.88,4,3,4,4.03.04.0,11,0,0,6.454371884133962e-13
14058,98,2,469.19,2,2,2,2.02.02.0,6,0,0,2.38857194295454e-07
14060,2,13,3378.66,4,4,4,4.04.04.0,12,0,0,1.3078051080722406e-14
14061,143,3,917.43,1,3,3,1.03.03.0,7,1,0,0.0025486669219923403
14062,10,12,15139.35,4,4,4,4.04.04.0,12,0,0,2.646416337828668e-13
14063,74,9,22710.2,2,4,4,2.04.04.0,10,0,0,7.444479531048553e-08
14064,66,10,1978.68,2,4,4,2.04.04.0,10,0,0,1.444765828052585e-09
14065,25,3,891.02,3,3,3,3.03.03.0,9,0,0,1.0548648400690828e-12
14068,239,3,1262.52,1,3,3,1.03.03.0,7,1,1,0.9999971424879267
14069,150,2,230.06,1,2,1,1.02.01.0,4,1,0,0.0014673710988862814
14070,320,1,326.55,1,1,2,1.01.02.0,4,1,1,0.9999999999977593
14072,302,1,390.85,1,1,2,1.01.02.0,4,1,1,0.9999999999258466
14074,259,1,219.4,1,1,1,1.01.01.0,3,1,1,0.9999993470069376
14075,39,3,792.61,3,3,3,3.03.03.0,9,0,0,1.5960724803455008e-11
14077,31,1,115.66,3,1,1,3.01.01.0,5,0,0,3.1051631223686843e-13
14078,9,4,643.26,4,3,2,4.03.02.0,9,0,0,3.6415247474444086e-14
14079,318,1,243.63,1,1,1,1.01.01.0,3,1,1,0.9999999999933504
14080,49,4,1070.08,3,3,3,3.03.03.0,9,0,0,9.21161490596183e-11
14081,5,9,4435.58,4,4,4,4.04.04.0,12,0,0,6.411738698633408e-14
14082,28,1,231.11,3,1,1,3.01.01.0,5,0,0,1.7519752970162433e-13
14083,7,3,388.83,4,3,2,4.03.02.0,9,0,0,3.0046265431999555e-14
14084,148,1,150.5,1,1,1,1.01.01.0,3,1,0,0.0006191957129562389
14085,4,16,5656.43,4,4,4,4.04.04.0,12,0,0,1.2507664379064912e-14
14086,98,1,39.95,2,1,1,2.01.01.0,4,0,0,7.193184529374285e-08
14087,40,2,651.8,3,2,2,3.02.02.0,7,0,0,6.018386650174773e-12
14088,42,3,13544.99,3,3,4,3.03.04.0,10,0,0,2.154602576595726e-10
14091,290,2,9530.08,1,2,4,1.02.04.0,7,1,1,0.9999999999531817
14092,10,10,3152.54,4,4,4,4.04.04.0,12,0,0,1.1876266409215265e-13
14094,75,1,335.22,2,1,2,2.01.02.0,5,0,0,1.6754540953794898e-09
14095,358,1,2.95,1,1,1,1.01.01.0,3,1,1,0.9999999999999971
14097,117,2,422.86,2,2,2,2.02.02.0,6,0,0,9.623078480244256e-06
14099,11,9,2661.54,4,4,4,4.04.04.0,12,0,0,1.7149957111324545e-13
14101,24,7,3985.14,3,4,4,3.04.04.0,11,0,0,1.944388872816701e-12
14104,25,3,555.37,3,3,2,3.03.02.0,8,0,0,5.111028020789238e-13
14105,44,4,4722.6,3,3,4,3.03.04.0,10,0,0,1.0142434703808401e-10
14106,373,1,214.8,1,1,1,1.01.01.0,3,1,1,0.9999999999999998
14107,84,4,2174.07,2,3,4,2.03.04.0,9,0,0,9.441959775221366e-08
14108,367,2,447.05,1,2,2,1.02.02.0,5,1,1,0.9999999999999998
14110,71,21,7304.8,2,4,4,2.04.04.0,10,0,0,5.681862910670053e-10
14112,87,6,2919.44,2,4,4,2.04.04.0,10,0,0,2.3316142303029737e-07
14113,11,12,5252.1900000000005,4,4,4,4.04.04.0,12,0,0,1.1478015167546716e-13
14114,31,5,977.56,3,3,3,3.03.03.0,9,0,0,2.1890703786189587e-12
14115,137,2,622.6700000000001,1,2,2,1.02.02.0,5,0,0,0.0002424504884014592
14118,64,1,458.45,2,1,2,2.01.02.0,5,0,0,1.9914998173374833e-10
14119,11,2,183.37,4,2,1,4.02.01.0,7,0,0,2.0187059822537396e-14
14122,42,3,362.42,3,3,2,3.03.02.0,8,0,0,1.3736201534897529e-11
14123,369,1,436.18,1,1,2,1.01.02.0,4,1,1,0.9999999999999998
14126,80,1,466.33,2,1,2,2.01.02.0,5,0,0,4.498135675434185e-09
14127,16,3,1190.37,4,3,3,4.03.03.0,10,0,0,3.7575216248862806e-13
14128,187,1,286.71,1,1,1,1.01.01.0,3,1,1,0.555837599224409
14129,35,4,1467.48,3,3,3,3.03.03.0,9,0,0,6.2807137830680135e-12
14130,11,3,1398.81,4,3,3,4.03.03.0,10,0,0,1.449992627120109e-13
14131,284,1,187.87,1,1,1,1.01.01.0,3,1,1,0.9999999949708047
14133,369,1,305.5,1,1,1,1.01.01.0,3,1,1,0.9999999999999998
14134,18,15,11123.35,4,4,4,4.04.04.0,12,0,0,4.227318542946769e-13
14135,3,11,4953.61,4,4,4,4.04.04.0,12,0,0,2.929647623498766e-14
14136,36,5,1570.81,3,3,3,3.03.03.0,9,0,0,6.166960277280694e-12
14137,331,1,332.7,1,1,2,1.01.02.0,4,1,1,0.9999999999997373
14139,126,3,670.98,2,3,2,2.03.02.0,7,0,0,9.081155040754975e-05
14142,9,2,671.34,4,2,2,4.02.02.0,8,0,0,2.8672594944448704e-14
14144,122,1,30.6,2,1,1,2.01.01.0,4,0,0,7.70439226260158e-06
14145,95,3,3857.85,2,3,4,2.03.04.0,9,0,0,1.199461696035984e-06
14146,19,7,5259.3,3,4,4,3.04.04.0,11,0,0,8.384366960755202e-13
14147,24,7,2106.8,3,4,4,3.04.04.0,11,0,0,1.5987846764129885e-12
14148,50,1,309.09000000000003,3,1,2,3.01.02.0,6,0,0,2.5563117570488002e-11
14151,309,2,679.45,1,2,2,1.02.02.0,5,1,1,0.9999999999884488
14152,23,5,1376.05,3,3,3,3.03.03.0,9,0,0,4.803338235052672e-13
14153,119,1,233.4,2,1,1,2.01.01.0,4,0,0,4.386679374273244e-06
14154,17,6,5115.08,4,4,4,4.04.04.0,12,0,0,1.3946496270994574e-12
14156,7,102,196566.74,4,4,4,4.04.04.0,12,2,0,4.262620103257332e-14
14157,25,3,569.9,3,3,2,3.03.02.0,8,0,0,5.118771355974845e-13
14159,15,9,3245.0,4,4,4,4.04.04.0,12,0,0,3.9722629914627564e-13
14160,246,7,8421.47,1,4,4,1.04.04.0,9,1,1,0.9999997863390034
14161,5,5,2208.36,4,3,4,4.03.04.0,11,0,0,6.244866365898374e-14
14163,98,1,148.71,2,1,1,2.01.01.0,4,0,0,7.275159023253462e-08
14166,141,2,256.85,1,2,1,1.02.01.0,4,1,0,0.00025523352610103757
14167,100,4,721.65,2,3,3,2.03.03.0,8,0,0,9.190436543725602e-07
14168,56,2,370.45,2,2,2,2.02.02.0,6,0,0,6.618266852734455e-11
14169,66,2,624.4300000000001,2,2,2,2.02.02.0,6,0,0,4.766191181541786e-10
14170,11,3,597.33,4,3,2,4.03.02.0,9,0,0,6.692661527388888e-14
14171,366,1,135.0,1,1,1,1.01.01.0,3,1,1,0.9999999999999993
14172,241,3,402.72,1,3,2,1.03.02.0,6,1,1,0.9999957810305924
14173,277,2,135.16,1,2,1,1.02.01.0,4,1,1,0.9999999875907891
14175,54,5,4456.58,2,3,4,2.03.04.0,9,0,0,2.775442674953103e-10
14176,3,2,339.11,4,2,2,4.02.02.0,8,0,0,8.607420185163181e-15
14177,17,9,1669.93,4,4,3,4.04.03.0,11,0,0,2.497202688176803e-13
14180,8,9,1570.73,4,4,3,4.04.03.0,11,0,0,4.281774027412817e-14
14181,46,2,310.55,3,2,2,3.02.02.0,7,0,0,1.8689588217668252e-11
14182,79,4,678.77,2,3,2,2.03.02.0,7,0,0,7.681259235729467e-09
14183,47,2,286.29,3,2,1,3.02.01.0,6,0,0,1.1365662876611422e-11
14186,63,5,1550.63,2,3,3,2.03.03.0,8,0,0,5.938562719820963e-10
14187,109,1,123.5,2,1,1,2.01.01.0,4,0,0,6.183435448676079e-07
14189,4,2,1160.31,4,2,3,4.02.03.0,9,0,0,2.2705220860090193e-14
14190,302,1,79.9,1,1,1,1.01.01.0,3,1,1,0.9999999998473483
14191,30,2,132.9,3,2,1,3.02.01.0,6,0,0,4.079104325728331e-13
14192,24,1,293.74,3,1,1,3.01.01.0,5,0,0,8.090735399763818e-14
14193,32,1,356.8,3,1,2,3.01.02.0,6,0,0,7.710631834703277e-13
14194,28,15,7321.07,3,4,4,3.04.04.0,11,0,0,1.0010354062695003e-12
14195,75,4,1603.6,2,3,3,2.03.03.0,8,0,0,7.734048629698618e-09
14197,46,1,390.05,3,1,2,3.01.02.0,6,0,0,1.1827780408372869e-11
14198,36,5,868.33,3,3,3,3.03.03.0,9,0,0,5.731714897667578e-12
14199,59,3,906.3,2,3,3,2.03.03.0,8,0,0,3.986262764770039e-10
14200,253,1,379.2,1,1,2,1.01.02.0,4,1,1,0.9999989630978139
14201,45,3,446.1,3,3,2,3.03.02.0,8,0,0,2.4856131856461586e-11
14202,17,3,847.76,4,3,3,4.03.03.0,10,0,0,4.4054693600416354e-13
14203,33,1,339.34,3,1,2,3.01.02.0,6,0,0,9.351761030840198e-13
14204,58,3,901.93,2,3,3,2.03.03.0,8,0,0,3.2792513203393915e-10
14205,30,7,1947.5,3,4,4,3.04.04.0,11,0,0,5.059908854714303e-12
14206,24,2,856.85,3,2,3,3.02.03.0,8,0,0,5.429544440983273e-13
14207,323,1,157.8,1,1,1,1.01.01.0,3,1,1,0.9999999999974665
14208,187,1,415.31,1,1,2,1.01.02.0,4,1,1,0.7165293397418018
14209,21,9,2919.84,3,4,4,3.04.04.0,11,0,0,6.199904450739774e-13
14210,7,11,3955.68,4,4,4,4.04.04.0,12,0,0,5.754848642825754e-14
14211,47,9,2161.19,3,4,4,3.04.04.0,11,0,0,9.067495068046198e-11
14212,81,1,1119.66,2,1,3,2.01.03.0,6,0,0,1.1659751959761698e-08
14213,40,1,1192.2,3,1,3,3.01.03.0,7,0,0,7.964153233966925e-12
14215,4,4,1626.61,4,3,3,4.03.03.0,10,0,0,3.0360731796435905e-14
14216,50,1,310.74,3,1,2,3.01.02.0,6,0,0,2.5567512586881966e-11
14217,2,7,1411.91,4,4,3,4.04.03.0,11,0,0,2.0478127039169267e-14
14219,45,2,543.89,3,2,2,3.02.02.0,7,0,0,1.5760306884976725e-11
14220,203,2,882.5999999999999,1,2,3,1.02.03.0,6,1,1,0.994769275381938
14221,85,8,3084.69,2,4,4,2.04.04.0,10,0,0,1.0269123020026314e-07
14224,26,5,847.78,3,3,3,3.03.03.0,9,0,0,8.15492341943545e-13
14225,70,4,2037.02,2,3,4,2.03.04.0,9,0,0,6.089085107551601e-09
14226,77,1,770.34,2,1,3,2.01.03.0,6,0,0,5.15832827902577e-09
14227,50,5,3017.75,3,3,4,3.03.04.0,10,0,0,2.1845063230858798e-10
14228,73,3,745.5,2,3,3,2.03.03.0,8,0,0,5.99237002819433e-09
14229,39,4,1046.84,3,3,3,3.03.03.0,9,0,0,1.3102354964534752e-11
14230,71,3,979.8,2,3,3,2.03.03.0,8,0,0,4.159235561426398e-09
14231,86,1,309.91,2,1,2,2.01.02.0,5,0,0,1.424018333380413e-08
14233,101,3,1441.55,2,3,3,2.03.03.0,8,0,0,1.5056051778617293e-06
14235,134,4,1573.13,2,3,3,2.03.03.0,8,0,0,0.0007545982343111137
14236,8,4,1253.78,4,3,3,4.03.03.0,10,0,0,6.365257128638184e-14
14237,9,2,471.14,4,2,2,4.02.02.0,8,0,0,2.8080713234234433e-14
14238,298,2,287.38,1,2,1,1.02.01.0,4,1,1,0.9999999997956412
14239,67,10,1882.32,2,4,4,2.04.04.0,10,0,0,1.7379238466811468e-09
14240,59,1,357.15,2,1,2,2.01.02.0,5,0,0,7.440962697278036e-11
14241,332,1,120.0,1,1,1,1.01.01.0,3,1,1,0.9999999999995595
14243,1,8,4842.28,4,4,4,4.04.04.0,12,0,0,3.8389424864013807e-14
14244,296,1,366.42,1,1,2,1.01.02.0,4,1,1,0.9999999997607805
14247,40,4,635.89,3,3,2,3.03.02.0,8,0,0,7.653269962209733e-12
14248,95,2,730.37,2,2,3,2.02.03.0,7,0,0,2.726947149024272e-07
14249,46,12,5625.461,3,4,4,3.04.04.0,11,0,0,5.470514139790698e-11
14252,17,1,350.99,4,1,2,4.01.02.0,7,0,0,8.268477252846256e-14
14253,129,2,363.4,2,2,2,2.02.02.0,6,0,0,9.901625166239785e-05
14254,68,1,601.03,2,1,2,2.01.02.0,5,0,0,4.4056076120214846e-10
14255,182,1,1000.63,1,1,3,1.01.03.0,5,1,1,0.6690745500415793
14256,127,3,1504.93,2,3,3,2.03.03.0,8,0,0,0.0002398313838522952
14257,16,4,2854.73,4,3,4,4.03.04.0,11,0,0,7.120426744313151e-13
14258,31,16,19381.36,3,4,4,3.04.04.0,11,0,0,5.0435919984942165e-12
14260,107,3,824.28,2,3,3,2.03.03.0,8,0,0,4.542969047208971e-06
14263,59,1,322.93,2,1,2,2.01.02.0,5,0,0,7.414480101138361e-11
14264,15,4,1183.39,4,3,3,4.03.03.0,10,0,0,2.470502208833561e-13
14265,100,2,843.17,2,2,3,2.02.03.0,7,0,0,7.307150125630876e-07
14266,64,1,40.56,2,1,1,2.01.01.0,4,0,0,9.566882320478708e-11
14268,106,1,354.85,2,1,2,2.01.02.0,5,0,0,7.037500251494131e-07
14269,75,1,295.73,2,1,1,2.01.01.0,4,0,0,8.372303149158032e-10
14271,45,1,106.81,3,1,1,3.01.01.0,5,0,0,4.7423403517053346e-12
14272,198,2,482.85,1,2,2,1.02.02.0,5,1,1,0.9718804244511674
14274,322,1,256.6,1,1,1,1.01.01.0,3,1,1,0.9999999999969533
